id,category,title,severity,code,field,detail
chfx5,chick,עוף עם ריבת תאנים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מבשלים 40 דקות."""
chfx5,chick,עוף עם ריבת תאנים,medium,short_step,steps[5],"שלב 5 קצר מאוד (13 תווים): ""מפזרים שקדים."""
holfx2,hol,בריואט סרדינים,medium,short_step,steps[3],"שלב 3 קצר מאוד (15 תווים): ""מטגנים עד זהוב."""
holfx5,hol,פסה — לחם מקושקש,medium,short_step,steps[2],"שלב 2 קצר מאוד (14 תווים): ""תפיחה 30 דקות."""
def6,des,קרמל מרוקאי,medium,short_step,steps[2],"שלב 2 קצר מאוד (11 תווים): ""מחממים חלב."""
def7,des,עוגת תאנים ושקדים,medium,short_step,steps[1],"שלב 1 קצר מאוד (17 תווים): ""מחממים תנור 170°."""
def7,des,עוגת תאנים ושקדים,medium,short_step,steps[5],"שלב 5 קצר מאוד (14 תווים): ""אופים 40 דקות."""
def9,des,מוצ׳ה מרוקאי,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""ממיסים שוקולד."""
def10,des,ריבת שומר,medium,short_step,steps[1],"שלב 1 קצר מאוד (14 תווים): ""שמים הכל בסיר."""
def10,des,ריבת שומר,medium,short_step,steps[3],"שלב 3 קצר מאוד (16 תווים): ""מעבירים לצנצנות."""
spnx1,span,אייולי מרוקאי,medium,short_step,steps[3],"שלב 3 קצר מאוד (18 תווים): ""מוסיפים כמון ומלח."""
spnx5,span,ח׳מון קון מלון,medium,short_step,steps[2],"שלב 2 קצר מאוד (17 תווים): ""מניחים גבינה מעל."""
sn15,soups,מרק חיטה ועדשים,medium,short_step,steps[1],"שלב 1 קצר מאוד (16 תווים): ""מטגנים בצל ושום."""
sn15,soups,מרק חיטה ועדשים,medium,short_step,steps[4],"שלב 4 קצר מאוד (15 תווים): ""מוסיפים כוסברה."""
